---- PEOPLE ----
('Ngpsk', 'Kgfgyiymqjv', 'MT', 'Las Vegas'),
(443, 288, 12, 10),
(197, 728, 10, 3),
(838, 825, 6, 5),
(959, 38, 7, 1),
(992, 380, 16, 9),
(975, 951, 1, 1),
(41, 736, 8, 2),
(347, 469, 9, 5),
(339, 515, 13, 8),
(469, 289, 3, 2),
(34, 424, 13, 8),
(82, 442, 10, 3),
(256, 255, 7, 2),
(65, 307, 12, 6),
(636, 561, 9, 6),
(863, 862, 8, 5),
(146, 451, 12, 5),
(389, 771, 17, 9),
(371, 615, 10, 1),
(17, 935, 8, 7),
(750, 232, 15, 9),
(684, 886, 7, 4),
(704, 605, 10, 10),
(268, 814, 16, 8),
(46, 756, 10, 1),
(297, 621, 4, 1),
(436, 923, 10, 5),
(830, 482, 7, 2),
(581, 958, 15, 10),
(936, 944, 11, 4),
(334, 872, 12, 8),
(782, 91, 9, 6),
(550, 499, 7, 3),
(578, 161, 4, 1),
(257, 644, 11, 8),
(413, 582, 13, 8),
(193, 358, 8, 3),
(770, 171, 9, 2),
(223, 797, 16, 7),
(944, 392, 4, 2),
(673, 819, 7, 3),
(730, 691, 11, 6),
(453, 411, 8, 2),
(452, 500, 7, 4),
(887, 545, 13, 8),
(627, 64, 13, 10),
(442, 353, 15, 10),
(225, 366, 7, 3),
(969, 131, 5, 4),
(159, 847, 11, 5),
(260, 263, 11, 5),
(517, 241, 17, 9),
(791, 752, 15, 9),
(385, 950, 10, 5),
(329, 372, 6, 6),
(135, 165, 12, 10),
(924, 975, 4, 2),
(292, 543, 15, 9),
(825, 837, 9, 8),
(214, 965, 3, 1),
(253, 992, 11, 4),
(399, 297, 13, 9),
(774, 504, 3, 3),
(700, 410, 7, 7),
(65, 72, 15, 9),
(629, 430, 8, 6),
(778, 85, 4, 4),
(650, 297, 5, 4),
(542, 104, 9, 8),
(623, 551, 8, 5),
(826, 429, 11, 6),
(503, 959, 9, 9),
(772, 46, 7, 4),
(570, 399, 8, 8),
(546, 916, 3, 3),
(703, 822, 4, 1),
(854, 567, 3, 2),
(659, 366, 10, 2),
(730, 337, 6, 1),
(55, 871, 8, 3),
(791, 769, 8, 5),
(278, 948, 17, 10),
(646, 648, 6, 5),
(764, 212, 12, 6),
(955, 529, 12, 6),
(329, 793, 5, 3),
(74, 137, 5, 3),
(574, 153, 12, 6),
(439, 998, 12, 5),
(328, 678, 18, 10),
(401, 897, 13, 5),
(964, 989, 5, 3),
(998, 938, 1, 1),
(673, 633, 15, 6),
(989, 916, 13, 9),
(437, 224, 14, 7),
(703, 660, 16, 10),
(116, 463, 9, 8),
(583, 489, 3, 3),
(103, 558, 11, 8),
(312, 712, 3, 1),
(337, 240, 9, 4),
(721, 165, 11, 4),
(573, 71, 14, 10),
(221, 308, 10, 7),
(967, 188, 18, 9),
(916, 164, 10, 9),
(737, 255, 13, 4),
(189, 596, 15, 8),
(567, 784, 11, 5),
(477, 343, 8, 4),
(908, 990, 8, 6),
(578, 840, 10, 5),
(210, 888, 5, 2),
(511, 330, 6, 2),
(118, 708, 8, 5),
(588, 526, 15, 7),
(947, 798, 9, 1),
(619, 720, 12, 5),
(147, 65, 9, 2),
(202, 120, 12, 6),
(79, 803, 18, 9),
(13, 421, 4, 1),
(736, 273, 5, 5),
(375, 89, 10, 7),
(149, 931, 14, 5),
(429, 966, 15, 9),
(949, 250, 5, 4),
(391, 706, 9, 2),
(817, 968, 6, 5),
(636, 954, 2, 1),
(336, 732, 16, 10),
(121, 39, 13, 6),
(766, 407, 10, 1),
(787, 716, 11, 5),
(503, 564, 16, 8),
(803, 796, 15, 9),
(146, 371, 15, 6),
(308, 702, 5, 3),
(57, 644, 9, 2),
(299, 289, 3, 3),
(443, 472, 14, 6),
(254, 716, 12, 10),
(391, 582, 9, 7),
(285, 827, 13, 5),
(689, 555, 13, 10),
(544, 718, 10, 4),
(630, 341, 12, 10),
(497, 421, 16, 7),
(709, 921, 6, 5),
(719, 301, 9, 2),
(808, 596, 15, 6),
(674, 356, 7, 3),
(117, 963, 10, 1),
(937, 610, 8, 8),
(710, 285, 10, 2),
(559, 659, 6, 5),
(318, 20, 3, 1),
(787, 965, 5, 3),
(100, 489, 6, 3),
(919, 235, 13, 4),
(61, 154, 14, 6),
(835, 949, 13, 4),
(699, 890, 4, 2),
(63, 697, 13, 7),
(323, 11, 5, 2),
(723, 988, 12, 5),
(182, 859, 7, 3),
(647, 238, 2, 2),
(455, 767, 4, 1),
(850, 671, 6, 4),
(15, 219, 3, 3),
(29, 309, 5, 4),
(140, 633, 6, 3),
(116, 825, 9, 4),
(135, 726, 12, 4),
(628, 882, 12, 8),
(959, 198, 16, 7),
(459, 942, 14, 10),
(587, 929, 12, 7),
(351, 797, 8, 8),
(451, 976, 12, 8),
(948, 768, 9, 7),
(266, 336, 6, 1),
(344, 402, 6, 1),
(229, 770, 11, 4),
(385, 888, 13, 5),
(519, 197, 8, 3),
(655, 134, 15, 8),
(730, 732, 2, 2),
(746, 280, 14, 10),
(45, 279, 12, 6),
(10, 80, 10, 4),
(305, 436, 14, 6),
(701, 491, 11, 2),
(837, 702, 6, 4),
(878, 319, 2, 2),
(491, 687, 11, 3),
(835, 255, 13, 9),
(68, 831, 18, 9),
(580, 345, 6, 3),
(236, 150, 14, 5),
(54, 903, 4, 3),
(237, 31, 2, 2),
(323, 193, 10, 5),
(898, 920, 13, 7),
(882, 866, 11, 2),
(500, 607, 11, 7),
(725, 471, 8, 3),
(66, 792, 12, 10),
(8, 63, 12, 9),
(220, 871, 5, 5),
(67, 109, 11, 7),
(537, 968, 4, 1),
(789, 266, 12, 8),
(849, 536, 8, 4),
(26, 316, 17, 10),
(51, 755, 9, 5),
(379, 213, 7, 4),
(357, 311, 14, 7),
(294, 662, 16, 10),
(318, 233, 14, 7),
(90, 545, 9, 8),
(521, 308, 7, 5),
(696, 553, 8, 2),
(701, 638, 17, 10),
(739, 629, 15, 8),
(454, 822, 13, 5),
(960, 61, 11, 8),
(195, 33, 10, 5),
(108, 56, 13, 6),
(583, 681, 11, 8),
(11, 520, 9, 3),
(44, 505, 17, 9),
(633, 809, 8, 1),
(340, 930, 12, 5),
(715, 864, 5, 5),
(533, 928, 15, 10),
(262, 102, 10, 3),
(195, 322, 8, 8),
(219, 4, 9, 9),
(932, 570, 6, 3),
(841, 402, 15, 6),
(6, 190, 10, 9),
(109, 988, 3, 2),
(259, 696, 14, 7),
(578, 89, 15, 9),
(961, 926, 15, 6),
(587, 31, 8, 6),
(736, 800, 17, 8),
(866, 213, 8, 8),
(783, 955, 5, 2),
(290, 345, 13, 5),
(856, 632, 8, 5),
(662, 58, 15, 8),
(100, 991, 5, 3),
(993, 874, 15, 9),
(278, 971, 11, 3),
(227, 144, 6, 1),
(10, 819, 13, 10),
(255, 988, 16, 7),
(480, 531, 7, 3),
(491, 257, 16, 7),
(291, 832, 7, 5),
(152, 863, 8, 6),
(379, 535, 5, 3),
(689, 278, 18, 10),
(172, 744, 13, 6),
(548, 266, 6, 5),
(414, 477, 12, 10),
(31, 319, 1, 1),
(336, 378, 12, 8),
(483, 291, 12, 10),
(21, 387, 17, 9),
(147, 693, 17, 9),
(632, 134, 11, 8),
(623, 691, 7, 4),
(567, 762, 10, 2),
(48, 507, 7, 1),
(464, 645, 12, 5),
(86, 931, 10, 8),
(62, 454, 9, 2),
(380, 382, 15, 10),
(277, 550, 7, 4),
(256, 132, 10, 5),
(426, 103, 7, 6),
(670, 133, 6, 1),
(878, 577, 2, 2),
(326, 774, 14, 10),
(778, 363, 8, 3),
(872, 315, 10, 7),
(146, 132, 13, 8),
(554, 688, 12, 6),
(698, 959, 14, 9),
(193, 90, 12, 4),
(489, 583, 15, 7),
(96, 656, 8, 2),
(941, 847, 7, 7),
(855, 953, 7, 2),
(261, 735, 8, 5),
(917, 50, 1, 1),
(409, 220, 18, 9)
